#,Target,Mode,IP,URL Rating,Domain Rating,Ahrefs Rank,Domains,Ref domains Dofollow,Ref domains Governmental,Ref domains Educational,Ref IPs,Ref SubNets,Linked Domains,Total Backlinks,Backlinks Text,Backlinks NoFollow,Backlinks Redirect,Backlinks Image,Backlinks Frame,Backlinks Form,Backlinks Governmental,Backlinks Educational,Total Keywords,Total Traffic (desc)
147,rollit.nu,subdomains,194.9.94.86,,4.9,34259814,16,11,0,0,17,15,1,329,329,9,0,4,0,0,0,0,0,0
49,ekoteknord.nu,subdomains,35.228.14.104,,4.8,34447030,18,15,0,6,18,17,20,196,196,4,0,1,0,0,0,20,0,0
14,hagstrom4ever.nu,subdomains,94.46.252.118,,4.8,34596513,12,9,0,0,14,13,11,130,128,3,2,4,0,0,0,0,4,0
56,fermprodukter.se,subdomains,194.9.94.86,,4.8,34630913,46,38,0,0,49,45,3,241,240,50,0,3,0,0,0,0,0,0
135,bedandbreakfastskattegarden.se,subdomains,194.9.94.85,,4.8,34731109,2,2,0,0,2,1,13,3,3,0,0,0,0,0,0,0,0,0
57,fokusforening.se,subdomains,194.9.94.85,,4.8,34851212,9,7,0,0,18,18,4,509,498,142,0,493,0,0,0,0,0,0
35,fluggerlidkoping.se,subdomains,194.9.94.86,,4.7,34912586,11,5,0,0,9,9,4,202,202,161,0,24,0,0,0,0,0,0
21,debattspelen.se,subdomains,194.9.94.86,,4.7,35036317,6,4,0,0,6,6,1,13,13,2,0,0,0,0,0,0,0,0
24,stockholmdentalinstitute.se,subdomains,194.9.94.86,,4.7,35140581,2,2,0,0,2,2,1,7,7,0,0,6,0,0,0,0,0,0
70,regionbibliotek.se,subdomains,35.228.53.67,,4.7,35197985,4,3,0,0,4,4,1,13,13,1,0,0,0,0,0,0,0,0
106,borstigbrismenebredband.se,subdomains,194.9.94.85,,4.7,35272913,3,3,0,0,4,4,1,9,9,0,0,0,0,0,0,0,0,0
34,nheli.se,subdomains,35.228.119.231,,4.7,35345920,27,20,0,0,28,27,1,129,129,18,0,26,0,0,0,0,0,0
91,jamstalltnorrbotten.se,subdomains,93.188.2.53,,4.6,35664024,1,1,0,0,1,1,9,6,6,0,0,0,0,0,0,0,0,0
81,blogg1.nu,subdomains,,,4.6,35679975,2,2,0,0,3,3,7,13,13,0,0,0,0,0,0,0,0,0
101,norrbyskarsherrgard.se,subdomains,194.9.94.86,,4.6,35792362,5,3,0,0,5,5,4,8,8,3,0,0,0,0,0,0,0,0
59,hotel-faltom.se,subdomains,194.9.94.85,,4.6,35875171,5,4,0,0,3,3,16,225,225,3,0,222,0,0,0,0,0,0
60,forumfornyelse.se,subdomains,,,4.6,35898488,11,11,0,1,3,2,10,65,65,0,0,32,0,0,0,17,0,0
110,soniafeltenius.se,subdomains,194.9.94.85,,4.6,35915765,20,17,0,0,21,18,3,42,42,23,0,0,0,0,0,0,0,0
59,mamakin.se,subdomains,82.102.3.70,,4.6,35918236,78,61,0,0,90,75,21,553,547,74,6,23,0,0,0,0,0,0
18,griffen.se,subdomains,82.102.2.171,,4.6,35918900,54,38,0,1,66,58,11,1866,1846,26,20,24,0,0,0,2,1,0
64,noll1.se,subdomains,194.9.94.86,,4.6,36004265,8,6,0,0,10,7,1,114,114,4,0,0,0,0,0,0,0,0
58,redofordopning.se,subdomains,94.46.122.251,,4.6,36005629,36,29,0,1,57,48,24,1166,1159,40,7,0,0,0,0,2,1,0
62,musikviddellen.se,subdomains,194.9.94.86,,4.6,36059524,10,7,0,0,12,11,1,22,22,5,0,0,0,0,0,0,0,0
39,svenskslovenska.se,subdomains,188.114.239.15,,4.5,36100324,15,8,0,0,13,10,19,156,150,12,6,0,0,0,0,0,2,0
36,kommunexperten.se,subdomains,185.133.206.152,,4.5,36203798,10,9,0,0,4,4,1,34,34,2,0,20,0,0,0,0,0,0
61,storaframtidsdagen.nu,subdomains,194.9.94.85,,4.5,36355617,5,5,0,1,6,6,3,13,13,0,0,0,0,0,0,1,0,0
105,bodytonemassage.se,subdomains,194.9.94.86,,4.5,36369953,10,5,0,0,9,9,1,16,16,7,0,2,0,0,0,0,0,0
37,skrotakarnvapen.nu,subdomains,91.201.60.88,,4.5,36381993,44,35,0,0,52,44,35,3240,3238,21,2,2,0,0,0,0,2,0
34,beslutsstodsdagen.com,subdomains,94.46.41.76,,4.5,36415432,12,8,0,0,16,14,47,38,36,11,2,0,0,0,0,0,4,0
63,bergslagensmedeltidsmuseum.se,subdomains,35.228.98.22,,4.4,36547901,32,20,0,0,35,35,7,242,232,33,6,16,0,0,0,0,11,1
38,ventavlan.se,subdomains,194.9.94.86,,4.4,36554164,4,3,0,0,4,3,1,17,17,1,0,0,0,0,0,0,0,0
64,roadrebels.se,subdomains,82.102.5.103,,4.4,36593580,39,23,0,0,32,29,17,2168,2161,32,7,2,0,0,0,0,1,0
37,nodestockholm.se,subdomains,194.9.94.86,,4.4,36611938,19,16,0,0,20,18,3,71,71,7,0,10,0,0,0,0,0,0
189,msy.se,subdomains,188.114.234.14,,4.4,36651748,6,5,0,1,8,8,1,80,80,2,0,0,0,0,0,4,0,0
62,yamacatos.se,subdomains,194.9.94.86,,4.4,36699337,21,17,0,0,22,21,1,151,151,9,0,24,0,0,0,0,0,0
85,norrmejeriernyheter.se,subdomains,188.114.231.32,,4.4,37121562,7,5,0,0,14,14,2,34,34,13,0,6,0,0,0,0,0,0
75,hojum.se,subdomains,185.51.1.24,,4.4,37126059,17,12,0,1,12,11,10,69,63,3,6,0,0,0,0,3,0,0
39,godegrunde.nu,subdomains,,,4.3,37146945,7,5,0,0,7,7,7,33,33,17,0,0,0,0,0,0,0,0
132,sjovillankonferens.se,subdomains,91.201.60.88,,4.3,37328486,22,20,0,0,24,20,1,84,84,19,0,0,0,0,0,0,0,0
129,remak.se,subdomains,,,4.3,37373029,5,3,0,0,3,3,0,28,28,3,0,0,0,0,0,0,0,0
44,citycamphalmstad.se,subdomains,194.9.94.85,,4.2,37647102,28,24,0,0,27,24,3,42,41,8,1,1,0,0,0,0,0,0
66,redwall.tv,subdomains,194.9.94.86,,4.2,37973464,21,14,0,0,28,27,4,179,157,95,0,3,0,22,0,0,0,0
65,emiliaskolan.nu,subdomains,194.9.94.86,,4.2,37997965,8,6,0,0,11,11,1,15,15,4,0,7,0,0,0,0,0,0
69,fjallinfo.nu,subdomains,194.9.94.85,,4.1,38120916,8,8,0,0,9,9,1,14,13,1,0,0,0,0,0,0,0,0
176,vesavaltonen.se,subdomains,194.9.94.86,,4.1,38200894,7,5,0,0,3,3,15,122,122,3,0,0,0,0,0,0,0,0
143,matmytvetenskap.se,subdomains,35.228.53.67,,4.1,38253230,7,5,0,0,17,16,8,41,41,5,0,0,0,0,0,0,0,0
68,barnsimulatormote.se,subdomains,194.9.94.85,,4.1,38260149,2,2,0,1,3,3,3,8,8,0,0,0,0,0,0,2,0,0
70,friluftsteatern.se,subdomains,93.188.2.54,,4.1,38442958,11,7,0,0,18,17,4,32,32,8,0,4,0,0,0,0,0,0
67,nypaedagoguddannelse.nu,subdomains,194.9.94.85,,4.1,38449519,6,5,0,0,18,15,1,29,29,1,0,0,0,0,0,0,0,0
112,vhmforsamling.se,subdomains,194.9.94.85,,4,38554639,20,14,0,0,22,22,3,52,52,18,0,7,0,0,0,0,0,0
195,konfliktcentrum.se,subdomains,194.9.94.86,,4,38650320,8,8,0,1,10,7,1,13,13,0,0,0,0,0,0,1,0,0
40,borntorock.tv,subdomains,194.9.94.85,,4,38650692,74,57,0,0,85,77,3,380,380,31,0,18,0,0,0,0,0,0
74,skickagottogram.se,subdomains,194.9.94.86,,4,38653345,4,4,0,0,6,6,4,340,340,0,0,0,0,0,0,0,0,0
59,golfgotland.se,subdomains,194.9.94.85,,4,38689297,7,4,0,0,7,7,3,10,10,3,0,0,0,0,0,0,0,0
73,arvsrättstockholm.se,subdomains,35.228.119.231,,4,38740752,12,5,0,0,15,15,4,38,38,25,0,2,0,0,0,0,22,1
85,orebrewfest.se,subdomains,194.9.94.86,,4,38756937,9,7,0,0,12,10,7,30,27,1,3,2,0,0,0,0,0,0
32,kvalitetsportal.se,subdomains,194.9.94.85,,4,38856299,7,5,0,0,7,7,3,12,12,4,0,1,0,0,0,0,0,0
162,framtidenstrahus.se,subdomains,,,4,38879451,7,7,0,1,8,7,1,17,17,0,0,3,0,0,0,3,0,0
72,stockholmsloppet.se,subdomains,194.9.94.85,,4,38929020,12,9,0,0,20,20,8,56,56,8,0,1,0,0,0,0,0,0
71,stockholmtakskottning.nu,subdomains,185.133.206.152,,4,38965779,5,4,0,0,6,6,2,12,12,1,0,0,0,0,0,0,19,26
8,transformatorer.com,subdomains,93.188.2.52,,4.1,39017121,27,21,0,0,42,37,8,537,535,34,0,343,0,0,0,0,2,0
75,torpskola.se,subdomains,194.9.94.86,,3.9,39093549,9,7,0,0,8,8,1,33,33,2,0,0,0,0,0,0,0,0
23,vansterpartiet-molndal.se,subdomains,94.46.114.19,,3.9,39162484,43,29,0,0,40,33,17,219,196,29,13,62,0,0,0,0,23,1
58,orkelljunganatur.se,subdomains,194.9.94.86,,3.9,39227141,12,9,0,0,14,13,4,41,41,8,0,0,0,0,0,0,0,0
134,brunner-kaminer.se,subdomains,194.9.94.86,,3.9,39269131,19,16,0,0,31,25,3,229,229,78,0,1,0,0,0,0,0,0
40,nynashamnssocialdemokraterna.se,subdomains,34.88.191.210,,3.9,39331444,7,6,0,0,8,7,18,21,18,0,3,5,0,0,0,0,1,0
77,rytterne-bob.se,subdomains,194.9.94.86,,3.9,39365944,9,8,0,0,31,26,1,1805,1805,1,0,0,0,0,0,0,0,0
62,vardkvalitet.se,subdomains,185.51.3.183,,3.9,39445861,18,12,0,0,23,21,9,77,72,4,5,1,0,0,0,0,0,0
194,beslutsstodsdagen.se,subdomains,194.9.94.86,,3.9,39510487,8,6,0,0,8,8,1,16,16,2,0,0,0,0,0,0,0,0
160,forumdelimage.org,subdomains,194.9.94.85,,3.9,39555337,40,33,0,0,38,34,1,243,243,14,0,10,0,0,0,0,0,0
76,lindenprodukter.se,subdomains,188.114.247.16,,3.8,39595835,16,8,0,1,14,12,19,56,47,5,9,0,0,0,0,2,1,0
114,nynashamnshembygdsgard.se,subdomains,194.9.94.86,,3.8,39646870,6,4,0,0,9,8,7,13,13,3,0,0,0,0,0,0,0,0
147,frosthskonditori.se,subdomains,,,3.8,39648260,25,18,0,0,23,20,1,149,149,119,0,0,0,0,0,0,0,0
126,powerthinking.se,subdomains,194.9.94.85,,3.8,39958044,7,4,0,0,9,9,4,22,22,6,0,0,0,0,0,0,0,0
54,top12guidestomodernamuseet.se,subdomains,194.9.94.85,,3.8,40267837,1,1,0,0,2,2,3,5,5,0,0,0,0,0,0,0,0,0
41,bengtsandberg-byggprod.se,subdomains,194.9.94.86,,3.8,40309758,9,6,0,0,10,9,3,40,40,29,0,5,0,0,0,0,0,0
153,pafart.se,subdomains,,,3.8,40331733,4,3,0,0,4,4,0,8,8,1,0,0,0,0,0,0,0,0
25,satsafe.se,subdomains,,,3.9,40393587,18,13,0,0,35,30,18,168,165,43,1,7,1,0,0,0,0,0
121,klasslaget.se,subdomains,194.9.94.85,,3.7,40493002,4,3,0,0,5,5,6,147,147,4,0,0,0,0,0,0,0,0
42,esil2020.se,subdomains,104.21.35.10,,3.7,40918218,14,8,0,2,23,19,33,126,115,3,11,0,0,0,0,2,2,0
26,bodelningstockholm.nu,subdomains,35.228.53.67,,3.6,40973878,6,4,0,0,5,5,2,25,25,2,0,0,0,0,0,0,13,0
78,myotis.se,subdomains,194.9.94.86,,3.6,40992052,4,3,0,0,4,4,11,10,10,1,0,0,0,0,0,0,0,0
77,sk4av.se,subdomains,188.114.252.117,,3.6,41191108,11,7,0,0,12,11,5,85,83,12,2,0,0,0,0,0,0,0
54,erepotrading.se,subdomains,,,3.6,41336983,5,4,0,0,12,12,1,16,16,2,0,1,0,0,0,0,0,0
79,lernindigo.com,subdomains,,,3.6,41368435,377,88,1,8,419,350,0,3167,3165,1634,2,31,0,0,4,552,0,0
94,halsinglandskonstgille.se,subdomains,194.9.94.85,,3.6,41384365,3,3,0,0,3,3,4,6,6,0,0,0,0,0,0,0,0,0
24,fotografullabrittjonsson.se,subdomains,194.9.94.85,,3.5,41549061,9,5,0,0,10,10,1,19,19,6,0,2,0,0,0,0,0,0
80,plansprotest.se,subdomains,104.248.253.254,,3.5,41684097,10,6,0,1,12,11,15,1530,1520,2,4,0,0,0,0,1,0,0
185,ssrkonsument.se,subdomains,194.9.94.86,,3.5,41695198,12,9,0,1,14,11,1,185,185,7,0,5,0,0,0,1,0,0
24,www.osterlenhus.nu/,subdomains,93.188.2.51,,3.7,41697272,4,4,0,0,3,3,7,94,94,0,0,0,0,0,0,0,0,0
11,kyltransporter.nu,subdomains,185.133.206.152,,3.5,41946174,7,6,0,0,9,9,1,112,112,4,0,2,0,0,0,0,2,17
25,advokatkungsholmen.se,subdomains,185.133.206.152,,3.4,42241410,5,4,0,0,9,9,1,15,15,1,0,0,0,0,0,0,13,1
29,advokatöstermalm.se,subdomains,35.228.128.110,,3.4,42241411,6,4,0,0,10,10,2,16,16,2,0,0,0,0,0,0,28,1
193,nobba.nu,subdomains,194.9.94.85,,3.4,42320176,12,11,0,0,32,28,3,54,54,1,0,0,0,0,0,0,0,0
14,adlahasten.se,subdomains,35.228.132.196,,3.4,42404084,9,6,0,0,13,8,46,2006,2006,7,0,21,0,0,0,0,3,0
78,fremagruppen.se,subdomains,,,3.4,42547063,2,2,0,0,2,2,1,9,9,0,0,7,0,0,0,0,0,0
172,himat.se,subdomains,194.9.94.86,,3.4,42578877,5,3,0,1,5,5,3,12,12,3,0,0,0,0,0,7,0,0
67,goodshop.nu,subdomains,194.9.94.86,,3.3,42661461,9,3,0,0,9,9,3,12,12,6,0,1,0,0,0,0,0,0
82,planetvega.se,subdomains,194.9.94.86,,3.3,42880881,32,24,0,0,36,28,5,78,76,32,2,1,0,0,0,0,0,0
182,radonmätningar.nu,subdomains,,,3.3,43031174,3,3,0,0,3,3,1,7,7,0,0,0,0,0,0,0,0,0
81,bangkokinfo.se,subdomains,185.196.38.242,,3.3,43169955,29,13,0,0,32,28,12,769,762,345,7,2,0,0,0,0,5,6
58,ovcsweden.se,subdomains,194.9.94.86,,3.2,43332040,1,1,0,0,1,1,7,2,2,0,0,0,0,0,0,0,0,0
43,backstagegbg.se,subdomains,194.9.94.86,,3.2,43999311,9,7,0,0,13,11,9,16,16,3,0,2,0,0,0,0,0,0
84,hjarte-ting.se,subdomains,185.135.255.100,,3.2,44058697,9,4,0,0,13,9,2,38,36,15,2,0,0,0,0,0,0,0
83,orebrostad.se,subdomains,,,3.2,44113337,87,27,0,3,102,88,0,1004,1004,169,0,0,0,0,0,7,3,0
59,operettensemblen.se,subdomains,,,3.1,44228236,9,5,0,0,9,8,2,42,42,5,0,2,0,0,0,0,0,0
85,efsbergsviken.se,subdomains,194.9.94.86,,3.1,44277042,4,4,0,0,5,5,1,6,6,0,0,0,0,0,0,0,0,0
9,ingabarnskavrakas.se,subdomains,34.88.100.231,,3.1,44300877,4,3,0,0,5,4,7,12,12,2,0,2,0,0,0,0,4,0
44,idraetsfonden.dk,subdomains,188.114.97.0,,3.1,44417748,21,17,0,0,20,20,11,150,144,10,0,15,0,0,0,0,1,1
98,nilsnorrsell.se,subdomains,194.9.94.85,,3.1,44579574,2,2,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0
45,siljansforsvandrarhem.se,subdomains,194.9.94.85,,3.1,44611699,43,37,0,0,63,53,5,201,201,19,0,2,0,0,0,0,0,0
12,brottmålsadvokatstockholm.nu,subdomains,35.228.53.67,,3.1,44682773,63,9,0,1,57,50,2,235,235,166,0,0,0,0,0,4,29,19
66,digitalrightswatch.org,subdomains,,,3.1,44701702,28,23,0,0,36,33,0,75,75,9,0,7,0,0,0,0,0,0
86,koopi.se,subdomains,194.9.94.86,,3.1,44726089,19,17,0,2,25,23,1,160,160,2,0,0,0,0,0,35,0,0
87,fastigheternerja.se,subdomains,93.188.2.54,,3.1,44785010,22,18,0,0,27,23,9,204,204,145,0,27,0,0,0,0,0,0
56,hemslojdsportalen.se,subdomains,194.9.94.86,,3,44898084,6,5,0,0,26,20,1,244,244,1,0,0,0,0,0,0,0,0
89,pausff.se,subdomains,194.9.94.85,,3,45013213,20,18,0,1,21,19,1,30,30,6,0,0,0,0,0,3,0,0
97,karlsnasets-fiskekamp.se,subdomains,194.9.94.86,,3,45192125,3,3,0,0,3,3,5,4,4,0,0,1,0,0,0,0,0,0
46,falucc.se,subdomains,94.46.127.171,,3,45205271,21,13,0,0,19,18,22,299,288,26,7,10,0,0,0,0,1,0
194,climatecamp.tv,subdomains,194.9.94.86,,3,45242131,69,48,0,1,81,69,4,428,428,65,0,0,0,0,0,2,0,0
88,meetagain-stockholmia2019.se,subdomains,93.188.2.52,,3,45378389,10,8,0,0,12,10,1,51,51,4,0,5,0,0,0,0,0,0
15,www.catron.se,subdomains,93.188.2.52,,3.2,45409369,22,16,0,0,23,23,11,64,63,11,0,23,1,0,0,0,0,0
46,tandteknikerstockholm.se,subdomains,185.133.206.152,,3,45427485,8,4,0,0,10,10,0,39,39,25,0,0,0,0,0,0,3,4
48,tifskidor.se,subdomains,194.9.94.86,,2.9,45589993,7,5,0,0,6,6,3,8,8,2,0,0,0,0,0,0,0,0
61,fallint.se,subdomains,35.228.53.67,,2.9,45634633,5,4,0,0,5,5,7,13,13,5,0,0,0,0,0,0,0,0
113,husartroppen.nu,subdomains,,,2.9,45726584,26,12,0,0,45,39,0,2543,2543,21,0,1,0,0,0,0,0,0
47,wufi.se,subdomains,194.9.94.86,,2.9,45943691,3,3,0,1,4,4,1,11,11,0,0,0,0,0,0,6,0,0
146,sverigeskonsumentrad.se,subdomains,,,2.9,46036441,24,22,0,0,45,34,2,1391,1390,2,0,3,0,0,0,0,0,0
26,jhbforlag.se,subdomains,,,3.1,46055317,7,5,0,0,8,8,11,27,27,8,0,0,0,0,0,0,0,0
113,vidavarlden.nu,subdomains,194.9.94.86,,2.9,46156137,3,3,0,0,4,3,1,15,15,0,0,1,0,0,0,0,0,0
38,sicklafritids.se,subdomains,94.46.54.226,,2.9,46156138,7,3,0,0,8,7,15,24,19,12,5,1,0,0,0,0,6,0
91,frihaiku.se,subdomains,194.9.94.85,,2.8,46283190,11,9,0,0,29,25,5,195,195,3,0,0,0,0,0,0,0,0
99,erikssonsmark.se,subdomains,194.9.94.86,,2.8,46387096,31,25,0,0,30,26,5,2127,2127,28,0,2069,0,0,0,0,0,0
50,flowtumba.se,subdomains,194.9.94.86,,2.8,46533151,1,1,0,0,1,1,3,8,8,0,0,8,0,0,0,0,0,0
90,hundezucht-katalog.de,subdomains,,,2.8,46639861,70,36,0,1,130,111,0,2023,2022,192,1,1063,0,0,0,1,0,0
90,gullvivagymnasium.se,subdomains,194.9.94.86,,2.8,46829069,7,3,0,0,8,8,2,25,25,16,0,6,0,0,0,0,0,0
160,dugout.se,subdomains,194.9.94.85,,2.8,46922300,4,3,0,0,4,4,2,12,8,0,0,1,0,0,0,0,0,0
138,unikio.se,subdomains,,,2.8,47072264,2,1,0,0,4,4,3,52,52,3,0,0,0,0,0,0,0,0
43,moderaternalidkoping.se,subdomains,93.188.2.54,,2.8,47172647,2,1,0,0,4,2,4,29,29,1,0,14,0,0,0,0,0,0
49,vandraiskane.se,subdomains,194.9.94.85,,2.8,47213916,4,4,0,0,5,5,2,46,46,0,0,0,0,0,0,0,0,0
60,tillvaxtdagensydost.se,subdomains,194.9.94.86,,2.7,47313475,10,8,0,1,7,7,1,32,32,2,0,0,0,0,0,3,0,0
116,sagagotland.se,subdomains,194.9.94.86,,2.7,47420354,2,2,0,0,2,2,5,50,50,0,0,0,0,0,0,0,0,0
96,porlasrutasdelpisco.com,subdomains,194.9.94.86,,2.7,47515755,21,16,0,0,31,26,3,3983,3983,5,0,3780,0,0,0,0,0,0
93,lv6kamraterna.se,subdomains,194.9.94.86,,2.7,47526305,19,17,0,0,19,17,3,43,43,22,0,0,0,0,0,0,0,0
90,x-refhost.se,subdomains,,,2.7,47630015,8,6,0,0,9,8,1,51,50,2,1,0,0,0,0,0,0,0
51,kulturarvsagenterna.se,subdomains,194.9.94.86,,2.7,47633122,2,2,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0
92,fimuni.org,subdomains,,,2.7,47666109,18,17,0,3,16,15,3,210,210,159,0,0,0,0,0,160,0,0
53,anammanord.se,subdomains,,,2.7,47700688,9,9,0,0,10,9,1,42,42,0,0,0,0,0,0,0,0,0
130,snargle.org,subdomains,194.9.94.86,,2.7,47977383,111,70,0,1,75,65,1,4626,4626,435,0,31,0,0,0,2,0,0
22,caporama.se/,subdomains,93.188.2.51,,2.8,48188707,37,33,0,0,35,33,2,113,110,13,0,13,0,0,0,0,2,0
94,varfru.se,subdomains,194.9.94.86,,2.6,48302685,7,2,0,0,23,19,2,45,45,7,0,1,0,0,0,0,0,0
164,kontaktimprovisation.se,subdomains,194.9.94.86,,2.6,48313541,17,11,0,0,30,25,4,636,636,15,0,4,0,0,0,0,0,0
93,spiramare.se,subdomains,194.9.94.85,,2.6,48314828,3,3,0,0,4,2,1,17,17,0,0,4,0,0,0,0,0,0
102,aroundgreece.tv,subdomains,194.9.94.85,,2.6,48351990,9,6,0,0,8,7,1,419,419,7,0,0,0,0,0,0,0,0
140,petterssonsfastigheter.se,subdomains,194.9.94.86,,2.6,48392995,6,3,0,0,6,6,3,11,11,4,0,1,0,0,0,0,0,0
29,compass4youth.eu,subdomains,,,2.6,48503351,3,3,0,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0
95,nyanlantforetagande.se,subdomains,93.188.2.52,,2.6,48566026,2,1,0,0,2,2,8,3,3,1,0,0,0,0,0,0,0,0
198,projure.se,subdomains,194.9.94.86,,2.6,48722147,33,25,0,0,33,30,6,187,184,29,1,8,0,0,0,0,0,0
16,improva-kc.se/,subdomains,93.188.2.54,,2.7,48736199,5,5,0,0,9,9,5,18,18,0,0,0,0,0,0,0,0,0
98,kamaskennel.se,subdomains,194.9.94.86,,2.6,48745494,5,4,0,0,4,4,3,13,13,1,0,0,0,0,0,0,0,0
52,karlshamnsplattsattning.se,subdomains,35.228.53.67,,2.5,48815853,8,4,0,0,9,9,4,188,188,33,0,10,0,0,0,0,0,0
6,kranbilstockholm.se,subdomains,185.133.206.152,,2.5,48867562,8,6,0,0,11,11,3,76,76,6,0,4,0,0,0,0,17,48
96,demokratisering.se,subdomains,194.9.94.85,,2.5,48942261,4,4,0,0,4,3,3,25,25,0,0,0,0,0,0,0,0,0
42,ryssbygarveri.se,subdomains,94.46.60.21,,2.5,49010040,9,6,0,0,10,9,9,37,34,3,3,0,0,0,0,0,2,0
97,kazuyo.se,subdomains,194.9.94.85,,2.5,49025213,7,7,0,0,12,10,1,27,27,0,0,0,0,0,0,0,0,0
54,skovde-teaterforening.se,subdomains,35.228.53.67,,2.5,49070188,17,10,0,0,24,24,7,45,45,15,0,0,0,0,0,0,0,0
53,112haaglanden.nu,subdomains,194.9.94.86,,2.5,49275886,22,22,0,0,12,12,8,1476,1476,0,0,0,0,0,0,0,0,0
84,citycarclub.se,subdomains,194.9.94.86,,2.5,49361743,17,14,0,0,31,26,3,128,128,13,0,0,0,0,0,0,0,0
190,denandrastranden.se,subdomains,,,2.5,49512791,13,8,0,0,32,26,0,4998,4998,6,0,0,0,0,0,0,0,0
144,lenakristensson.se,subdomains,194.9.94.86,,2.5,49528594,2,1,0,0,2,2,1,3,3,2,0,0,0,0,0,0,0,0
98,x-35.se,subdomains,194.9.94.85,,2.4,49784219,21,14,0,0,29,28,3,86,86,49,0,6,0,0,0,0,0,0
55,kyrkansval2009.se,subdomains,194.9.94.86,,2.4,49990918,6,4,0,0,14,13,2,27,27,2,0,0,0,0,0,0,0,0
100,diakonbloggen.se,subdomains,194.9.94.86,,2.4,49997007,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0
139,reluminus.se,subdomains,194.9.94.86,,2.4,50024425,6,5,0,0,8,7,3,0,7,7,5,0,0,0,0,0,0,0
166,kennelbrickstones.se,subdomains,194.9.94.85,,2.4,50050997,3,1,0,0,3,3,3,3,3,2,0,0,0,0,0,0,0,0
9,visbyvandrarhem.se,subdomains,94.46.57.192,,2.4,50061611,24,19,0,0,43,34,7,291,283,9,8,4,0,0,0,0,5,33
55,balintgrupp.nu,subdomains,194.9.94.86,,2.4,50063492,4,3,0,0,4,4,1,8,8,1,0,0,0,0,0,0,0,0
85,toboif.se,subdomains,194.9.94.85,,2.4,50276418,4,4,0,0,5,5,12,82,82,0,0,0,0,0,0,0,0,0
60,crossmediaevents.se,subdomains,,,2.4,50292067,5,3,0,0,7,7,1,12,12,7,0,0,0,0,0,0,0,0
56,noow.se,subdomains,194.9.94.86,,2.4,50454520,6,3,0,0,6,6,3,8,8,3,0,0,0,0,0,0,0,0
75,cafevammar.se,subdomains,,,2.4,50494325,8,3,0,0,8,8,1,18,18,12,0,1,0,0,0,0,0,0
99,smcloud.se,subdomains,194.9.94.86,,2.4,50537426,7,4,0,0,6,6,1,57,54,6,3,4,0,0,0,0,0,0
36,coresec.se,subdomains,46.30.211.38,,2.4,50869154,13,9,0,0,18,17,1,27,26,8,0,6,0,0,0,0,0,0
9,www.edaglas.com/,subdomains,93.188.2.52,,2.4,50978240,31,17,0,0,32,31,4,182,179,114,0,52,1,0,0,0,1,0
11,adius.se/,subdomains,194.9.94.86,,2.4,51037355,14,11,0,0,17,15,2,50,49,9,0,6,0,0,0,0,0,0
68,bserver.se,subdomains,194.9.94.86,,2.3,51086635,7,4,0,0,7,6,1,24,24,5,0,3,0,0,0,0,0,0
101,uyc.nu,subdomains,194.9.94.86,,2.3,51203997,86,68,0,1,65,58,3,13045,13044,282,0,1167,0,0,0,4,0,0
103,livetssondag.se,subdomains,194.9.94.86,,2.3,51226843,8,8,0,0,24,18,1,138,138,0,0,0,0,0,0,0,0,0
192,gaddvik.se,subdomains,194.9.94.85,,2.3,51440163,20,18,0,0,28,23,1,33,33,8,0,1,0,0,0,0,0,0
87,kvarnlyckans.se,subdomains,194.9.94.86,,2.2,51507902,4,4,0,0,4,4,1,10,10,0,0,0,0,0,0,0,0,0
63,ohla.nu,subdomains,194.9.94.86,,2.2,51604158,3,3,0,0,4,4,3,5,5,0,0,0,0,0,0,0,0,0
102,fyrbodalshalsoakademi.se,subdomains,93.188.2.54,,2.2,51626143,3,3,0,1,5,4,1,9,8,0,1,0,0,0,0,3,0,0
33,abilityhedge.se,subdomains,188.114.249.22,,2.2,51661486,6,2,0,0,6,5,8,13,6,3,7,0,0,0,0,0,6,0
57,vasteko.se,subdomains,185.39.139.75,,2.2,51747055,11,5,0,2,10,9,4,20,16,7,4,0,0,0,0,3,2,4
197,citylinedancers.se,subdomains,194.9.94.86,,2.2,51749551,7,6,0,0,7,7,1,20,20,2,0,0,0,0,0,0,0,0
75,gmffsundsvall.se,subdomains,194.9.94.85,,2.2,51905345,2,2,0,0,2,2,2,343,342,0,1,0,0,0,0,0,0,0
58,tandlakarteammatslonn.se,subdomains,194.9.94.86,,2.2,51910377,13,3,0,0,15,15,4,51,51,23,0,27,0,0,0,0,0,0
76,outlet-toms.org,subdomains,,,2.2,52031218,20,17,0,0,27,24,0,52,52,5,0,0,0,0,0,0,0,0
167,krpkultur.se,subdomains,91.201.60.88,,2.2,52229475,7,5,0,1,9,8,3,33,27,0,6,2,0,0,0,13,0,0
103,claradackenberg.se,subdomains,194.9.94.86,,2.2,52383083,6,4,0,0,11,10,3,33,33,7,0,0,0,0,0,0,0,0
